0.52,-0.05,0.84,-49.80,-15.63,48.22
0.52,-0.05,0.84,-55.66,-15.26,51.09
0.51,-0.05,0.85,-61.65,-15.99,54.38
0.51,-0.05,0.84,-67.32,-15.87,57.50
0.51,-0.05,0.84,-73.85,-16.05,62.07
0.51,-0.05,0.84,-81.85,-15.69,66.41
0.50,-0.05,0.84,-89.17,-15.26,70.92
0.51,-0.05,0.84,-97.66,-15.75,76.29
0.51,-0.06,0.84,-107.18,-15.81,80.99
0.50,-0.05,0.83,-117.13,-15.38,86.30
0.50,-0.06,0.83,-127.87,-16.24,91.49
0.50,-0.06,0.83,-139.47,-15.99,97.96
0.50,-0.06,0.82,-151.00,-15.93,105.35
0.49,-0.06,0.82,-164.00,-15.01,112.79
0.49,-0.06,0.82,-177.80,-15.56,120.73
0.49,-0.07,0.81,-193.36,-15.20,128.72
0.48,-0.07,0.80,-209.11,-14.95,137.33
0.48,-0.07,0.79,-226.38,-15.81,147.16
0.47,-0.08,0.79,-245.12,-15.81,157.47
0.47,-0.08,0.78,-265.08,-15.38,168.64
0.46,-0.08,0.76,-287.23,-15.32,180.79
0.46,-0.09,0.75,-310.24,-15.87,193.42
0.45,-0.09,0.74,-335.45,-15.63,207.15
0.44,-0.10,0.72,-361.94,-14.77,222.05
0.43,-0.11,0.70,-391.54,-15.20,237.37
0.42,-0.11,0.67,-422.49,-14.89,253.48
0.40,-0.12,0.65,-456.79,-14.83,271.73
0.39,-0.13,0.61,-492.19,-14.53,291.50
0.36,-0.13,0.58,-531.43,-14.77,311.83
0.34,-0.14,0.54,-572.94,-15.26,334.17
0.32,-0.15,0.50,-618.47,-14.40,358.64
0.29,-0.15,0.44,-665.59,-13.49,384.09
0.26,-0.13,0.41,-706.97,-12.82,408.75
0.22,-0.20,0.30,-711.91,-9.58,426.76
0.17,-0.18,0.23,-785.58,-10.07,462.65
0.12,-0.19,0.15,-867.49,-11.05,499.82
0.07,-0.24,0.06,-898.99,-8.85,528.32
-0.01,-0.04,0.07,-944.40,-37.35,590.27
-,-,-,-,-,-
0.11,0.02,-0.13,-743.16,-2.14,633.67
-0.10,-0.44,-0.35,-1139.77,-13.00,662.60
-0.26,0.01,-0.54,-1277.04,-9.03,705.93
-0.70,0.34,-0.53,-1696.29,244.87,829.96
-0.62,0.62,-0.90,-1986.76,-165.95,881.16
-0.59,0.56,-1.46,-1999.82,288.51,951.97
-0.11,4.00,0.39,-2000.00,502.99,1004.33
1.56,3.23,-0.86,-1653.14,-99.91,236.51
2.11,-2.36,-3.00,62.68,-120.12,-411.01
0.57,0.34,-1.91,64.39,327.58,-306.21
0.27,-0.43,-0.29,-646.91,-300.96,73.67
0.02,0.39,0.12,-653.44,228.82,20.14
0.58,0.90,-0.08,-481.26,-60.49,-48.65
0.22,0.97,-0.34,-357.30,390.69,-48.40
0.47,0.70,-0.67,-262.51,30.21,7.26
0.63,1.32,-0.59,-101.07,4.09,9.70
-0.10,1.27,0.07,-25.70,-15.26,50.35
0.65,1.09,-0.88,42.85,-0.24,35.46
0.70,0.74,-0.86,128.66,-104.80,24.54
0.30,0.73,-0.34,207.70,-7.14,22.83
0.60,0.95,-0.43,284.18,-73.24,42.18
0.10,0.91,-0.18,375.79,-91.37,51.33
-,-,-,-,-,-
0.51,-0.05,0.86,33.08,-15.87,3.11
0.51,-0.06,0.85,33.26,-14.83,0.12
0.52,-0.07,0.85,39.49,-15.50,-1.10
0.52,-0.06,0.85,44.37,-15.14,-4.27
0.52,-0.07,0.85,47.24,-15.44,-6.71
0.52,-0.09,0.85,43.46,-15.32,-4.70
0.52,-0.04,0.86,46.02,-16.48,-2.69
0.52,-0.03,0.85,50.17,-16.66,-5.19
0.51,-0.04,0.84,54.50,-17.03,-7.32
0.51,-0.04,0.84,57.07,-16.24,-10.86
0.52,-0.04,0.86,60.18,-15.69,-13.61
0.52,-0.04,0.85,63.35,-16.48,-16.72
0.51,-0.04,0.84,67.02,-16.60,-19.17
0.51,-0.04,0.85,71.29,-15.81,-21.30
0.52,-0.03,0.85,76.35,-15.81,-23.50
0.51,-0.03,0.85,82.09,-16.48,-27.40
0.51,-0.04,0.84,87.89,-16.54,-29.91
0.52,-0.04,0.85,92.83,-16.97,-32.29
0.51,-0.04,0.85,98.21,-16.66,-35.28
0.52,-0.04,0.85,104.31,-15.87,-39.00
0.51,-0.04,0.85,109.92,-16.78,-42.97
0.51,-0.04,0.85,115.84,-17.27,-46.33
0.51,-0.03,0.85,122.56,-16.85,-49.99
0.51,-0.03,0.84,128.54,-17.46,-53.89
0.51,-0.03,0.84,137.02,-17.58,-58.78
0.51,-0.03,0.84,145.75,-17.33,-63.29
0.51,-0.03,0.84,153.14,-17.52,-68.30
0.50,-0.03,0.84,163.27,-18.07,-73.49
0.51,-0.03,0.83,172.24,-17.88,-79.04
0.50,-0.03,0.83,183.23,-17.94,-85.21
0.50,-0.03,0.83,193.54,-18.55,-91.80
0.50,-0.02,0.83,205.63,-19.04,-98.27
0.50,-0.02,0.82,218.38,-18.74,-105.59
0.50,-0.02,0.82,231.93,-19.35,-113.83
0.49,-0.01,0.81,246.40,-19.10,-121.34
0.49,-0.01,0.81,261.54,-19.17,-130.00
0.48,-0.01,0.80,278.26,-19.53,-139.53
0.48,-0.00,0.79,296.69,-19.53,-150.33
0.47,0.00,0.79,315.92,-20.51,-161.07
0.47,0.00,0.77,335.51,-20.57,-172.55
0.46,0.01,0.76,358.22,-21.12,-185.79
0.45,0.01,0.75,381.84,-21.42,-200.07
0.44,0.02,0.73,407.47,-21.18,-214.11
0.43,0.03,0.72,435.36,-22.03,-230.10
0.41,0.04,0.70,464.90,-22.71,-247.19
0.40,0.04,0.67,497.07,-23.74,-265.01
0.38,0.05,0.64,530.82,-24.17,-284.00
0.36,0.06,0.61,567.81,-24.78,-304.87
0.35,0.07,0.57,607.54,-26.18,-326.05
0.32,0.09,0.52,650.09,-26.43,-349.67
0.29,0.10,0.47,695.92,-27.47,-374.94
0.26,0.12,0.42,745.06,-29.17,-402.28
0.22,0.13,0.35,798.95,-30.46,-430.66
0.18,0.14,0.28,856.81,-33.08,-460.82
0.14,0.16,0.22,916.50,-35.64,-492.74
0.09,0.19,0.12,979.55,-35.83,-527.16
0.03,0.20,0.01,1049.38,-34.85,-565.00
-0.04,0.22,-0.10,1122.44,-33.39,-604.74
-0.11,0.24,-0.19,1200.32,-33.87,-646.24
-0.18,0.27,-0.27,1281.37,-31.98,-690.31
-0.31,0.19,-0.58,1371.95,-18.31,-737.37
-0.45,0.28,-0.51,1486.88,108.22,-793.33
0.11,-1.23,-0.55,1553.16,125.49,-863.89
-1.41,-3.99,-0.74,1738.22,411.07,-1169.19
-2.65,-4.00,-0.16,1439.27,-41.44,-1550.72
0.12,1.67,-1.62,-245.79,-161.38,-963.62
-0.12,0.23,0.57,-730.83,-173.89,-884.89
0.51,-0.59,0.66,-73.12,-859.74,-689.51
-0.07,-0.47,-0.19,274.66,-23.93,-584.29
-0.06,-0.12,-0.26,290.22,162.54,-567.57
-0.04,-1.02,-1.01,-57.56,9.40,-355.71
-0.38,-0.99,0.06,-109.99,63.78,-330.63
-0.95,-0.71,0.82,-183.41,-384.22,-356.57
-0.14,-0.77,0.39,-36.74,-344.48,-205.20
-0.22,-0.89,0.17,23.99,6.10,-87.46
-0.25,-0.65,0.03,62.07,30.03,-4.70
-0.17,-0.59,0.01,83.25,43.64,89.42
-0.05,-0.73,0.22,76.11,46.26,162.41
-0.17,-0.92,0.23,70.68,70.92,249.69
-0.14,-0.64,0.14,83.68,91.00,347.60
-0.15,-0.67,0.14,114.62,103.52,439.27
-0.16,-0.92,0.19,157.47,105.71,524.84
-0.12,-0.78,0.16,161.80,116.09,605.16
-0.15,-0.71,0.13,164.67,134.28,700.44
-0.33,-3.02,0.27,195.37,151.73,783.63
0.52,-4.00,0.30,310.91,248.41,721.01
-0.41,-3.53,0.19,-75.26,147.28,653.14
-0.29,-0.21,0.36,-825.07,6.04,491.94
0.15,1.04,0.33,-928.59,167.05,389.10
0.15,1.56,-0.09,-452.21,438.42,412.11
-0.15,0.68,0.29,-471.01,186.77,430.24
0.25,-0.14,-0.00,-48.10,-118.71,420.96
0.66,1.52,0.21,51.94,192.08,409.24
0.67,0.52,0.68,-178.04,46.26,274.54
0.16,0.53,0.48,83.25,-200.68,-82.82
0.01,0.40,0.28,253.78,-384.83,-172.12
0.38,0.01,0.36,251.77,-282.23,-181.82
0.33,-0.38,0.57,251.65,-166.26,-177.25
0.33,-1.28,0.84,330.75,-210.75,-235.23
0.18,-1.41,1.16,289.18,-249.39,-351.50
-,-,-,-,-,-
0.52,-0.01,0.85,29.79,-15.44,2.93
0.52,-0.02,0.85,26.92,-15.56,2.93
0.52,-0.03,0.85,13.43,-15.99,10.50
0.53,-0.03,0.85,-4.15,-15.50,21.85
0.52,-0.03,0.85,-31.86,-15.32,37.23
0.51,-0.04,0.85,-65.31,-14.59,56.58
0.51,-0.04,0.84,-72.27,-14.53,60.55
0.51,-0.04,0.84,-79.83,-13.98,64.94
0.51,-0.04,0.84,-87.95,-14.53,69.09
0.51,-0.04,0.84,-96.80,-14.59,74.46
0.50,-0.04,0.84,-105.65,-14.77,79.16
0.50,-0.04,0.83,-115.97,-14.04,84.59
0.50,-0.04,0.83,-126.59,-13.49,90.27
0.50,-0.04,0.82,-137.45,-13.43,97.05
0.50,-0.05,0.83,-149.66,-13.73,103.21
0.49,-0.05,0.82,-162.48,-12.70,110.78
0.49,-0.05,0.82,-177.00,-12.63,118.65
0.49,-0.05,0.81,-192.26,-12.33,127.01
0.49,-0.06,0.80,-208.13,-12.76,135.38
0.48,-0.06,0.79,-225.95,-12.82,144.90
0.48,-0.06,0.78,-245.61,-12.76,155.58
0.47,-0.07,0.77,-264.83,-11.96,166.44
0.47,-0.07,0.76,-285.89,-12.57,177.98
0.46,-0.08,0.75,-309.27,-12.51,191.41
0.45,-0.08,0.74,-334.78,-12.27,204.77
0.44,-0.09,0.71,-361.88,-11.29,219.30
0.43,-0.10,0.70,-392.09,-11.41,235.72
0.42,-0.10,0.67,-423.16,-10.99,252.14
0.41,-0.11,0.65,-456.67,-10.99,269.53
0.38,-0.11,0.62,-492.43,-10.99,289.06
0.37,-0.12,0.58,-531.31,-10.62,309.75
0.35,-0.13,0.54,-572.94,-9.70,332.34
0.32,-0.14,0.49,-616.15,-8.54,356.38
0.30,-0.14,0.44,-662.78,-7.93,381.84
0.28,-0.12,0.41,-714.36,-8.97,409.12
0.32,-0.04,0.52,-767.70,-9.40,438.84
0.83,-0.01,0.67,-845.52,-3.11,485.23
0.83,1.27,1.31,-913.70,-3.23,563.42
-0.09,0.56,0.73,-752.56,-142.33,538.02
-0.00,-0.18,-0.16,-844.67,-131.04,584.47
-0.02,-0.24,-0.18,-603.21,-94.91,653.75
-0.07,-0.11,-0.11,-690.00,-70.13,683.90
-0.23,-0.24,-0.27,-884.77,-115.66,700.99
-0.26,-0.21,-0.16,-1109.62,-146.61,723.14
-0.38,0.06,0.03,-1270.57,-173.34,744.14
-0.29,-0.02,-0.19,-1422.67,-87.04,774.41
-0.42,-0.06,-0.33,-1474.30,-143.62,896.79
-0.44,-0.16,-0.55,-1522.58,-118.65,916.87
-0.28,0.58,-0.46,-1620.06,-75.81,949.16
1.69,4.00,-2.83,-1624.69,38.09,550.60
2.02,-2.11,-3.18,-85.51,251.28,-220.03
0.57,0.30,-0.86,118.16,59.02,-512.39
-0.42,3.45,3.26,-1199.77,-201.17,-929.87
0.58,-0.15,0.11,-725.65,-246.83,-794.74
-1.01,-1.20,-1.21,-274.11,528.50,-751.71
0.46,-1.22,-1.69,-305.36,293.33,-719.60
0.65,1.21,0.66,-770.39,82.52,132.51
0.11,1.80,0.64,-504.46,-65.25,342.16
-0.13,2.37,-1.43,-189.51,336.73,108.40
0.52,-1.03,-1.11,-73.43,203.19,35.22
0.31,0.38,-0.57,-127.20,-28.32,-22.34
0.71,0.47,-0.21,-132.14,-67.38,-35.83
0.42,0.36,0.17,58.90,-97.66,26.43
0.46,0.57,-0.59,208.50,-67.38,97.72
0.24,1.00,-0.61,273.38,-57.19,97.84
0.39,0.93,-0.59,331.18,-100.46,62.19
0.38,1.04,-0.26,376.10,-145.26,47.73
-0.10,1.28,0.04,390.56,-207.21,118.10
0.25,0.98,0.69,359.25,-242.80,181.88
0.16,1.22,0.76,226.75,-271.55,88.38
0.22,0.90,0.17,82.89,-411.56,81.24
0.07,0.38,-0.05,6.16,49.68,64.45
0.12,0.64,-0.23,1.77,143.31,41.20
0.08,1.25,-0.21,-21.18,173.65,17.70
0.11,0.83,-0.04,-49.87,44.25,-45.29
0.22,0.97,0.12,-84.17,-5.07,-82.15
0.40,1.52,0.26,-95.34,42.18,-70.19
0.50,1.15,-0.01,-64.88,138.49,-36.44
0.10,0.91,-0.04,0.24,424.26,36.44
0.46,1.21,-0.47,26.12,66.16,20.51
0.18,1.25,0.07,52.67,-35.77,3.85
0.10,0.94,0.13,73.55,-61.10,3.66
0.03,0.88,0.13,78.98,-57.62,10.74
0.11,0.89,0.04,65.43,-40.41,12.02
0.24,1.01,0.04,39.98,4.15,3.72
0.14,1.00,0.01,12.63,-0.79,-6.35
0.21,0.95,-0.08,7.08,3.72,-7.87
0.27,1.04,-0.13,12.15,0.92,-6.65
0.16,0.97,-0.14,32.23,-12.57,-2.20
0.15,0.95,-0.07,49.38,-25.88,5.86
0.17,0.98,0.07,49.80,-32.96,8.12
0.20,0.97,0.09,46.45,-23.13,5.55
0.19,0.96,0.01,36.80,-10.93,2.99
0.18,0.97,-0.06,25.02,-5.62,-3.72
0.17,1.00,-0.07,18.19,-8.91,-7.75
0.18,0.97,-0.09,24.17,-12.33,-2.99
-,-,-,-,-,-
0.52,-0.05,0.86,74.65,-15.44,-25.15
0.52,-0.04,0.84,112.30,-16.30,-43.03
0.51,-0.04,0.83,169.43,-15.63,-78.37
0.49,-0.02,0.81,279.54,-16.85,-140.56
0.44,0.01,0.73,436.28,-17.03,-231.20
0.33,0.08,0.52,698.97,-19.17,-375.73
0.24,0.12,0.35,801.57,-21.06,-431.70
0.19,0.14,0.29,857.60,-21.00,-462.59
0.15,0.15,0.20,915.95,-21.24,-495.00
0.09,0.17,0.12,978.27,-20.32,-529.30
0.04,0.19,0.01,1044.19,-19.35,-565.86
-0.03,0.21,-0.08,1112.67,-18.01,-604.92
-0.11,0.24,-0.19,1187.62,-15.14,-646.12
-0.19,0.28,-0.27,1267.46,-10.93,-689.27
-0.27,-0.05,-0.49,1356.69,0.73,-736.27
-0.19,0.12,-0.13,1439.94,109.56,-785.10
0.02,-2.17,-0.58,1621.15,86.55,-962.89
-1.44,-2.35,0.00,1753.17,479.61,-1450.62
-1.14,-4.00,0.14,1389.16,62.44,-1685.79
0.00,-1.98,-2.39,204.77,139.65,-1144.78
0.80,-0.51,0.87,-1111.15,84.23,-1079.71
-0.37,-1.03,-0.45,-108.70,-383.73,-328.80
-0.91,-1.20,1.49,322.27,-852.36,-439.88
0.23,1.36,0.07,-177.86,-50.96,-441.89
0.19,0.34,0.23,-219.48,90.70,-212.10
-0.01,-0.47,0.03,220.15,-128.72,-145.75
-0.24,-1.46,0.76,-0.43,-69.27,-108.28
-0.21,-0.53,0.83,-42.30,-73.12,-14.83
-0.05,-0.60,0.18,24.23,1.95,96.86
-0.12,-0.98,-0.14,183.17,43.33,232.67
-0.22,-0.81,0.09,149.66,17.27,293.76
-0.07,-0.61,0.43,85.94,11.54,371.64
-0.11,-0.83,0.16,60.61,19.41,454.65
-0.07,-0.92,0.14,96.01,42.54,550.05
-0.25,-1.91,0.40,162.90,47.36,631.65
0.04,-3.55,0.53,258.85,98.69,516.17
-0.10,-1.88,0.27,26.49,3.30,181.46
0.37,0.34,-0.09,-242.68,93.32,-90.94
-0.42,-0.66,-0.12,-89.60,71.35,-263.18
-0.11,0.32,0.63,191.10,-213.81,-400.51
-0.39,-0.67,0.38,138.85,-24.48,-218.69
0.01,-1.25,0.42,276.98,-42.85,-205.14
-0.08,-1.13,-0.07,-1.46,130.74,-79.71
-0.02,-1.10,-0.18,86.24,113.71,72.45
0.15,-0.89,0.06,137.51,46.51,171.08
0.02,-1.15,0.47,144.04,12.63,274.41
0.08,-2.42,0.46,162.90,40.83,282.41
0.20,-1.35,0.07,23.07,33.39,148.80
0.15,0.05,-0.04,-21.18,4.94,24.66
0.14,0.18,0.30,-61.04,73.97,-231.63
-0.13,-0.61,0.43,125.49,-136.60,-103.03
0.01,-1.07,0.39,93.08,-77.64,-9.95
-0.12,-1.64,0.12,313.48,52.61,6.90
0.07,-1.61,-0.36,95.46,-8.30,47.97
0.05,-0.92,-0.04,19.29,16.42,54.32
0.04,-0.60,0.25,9.09,-30.15,16.66
0.01,-0.86,0.45,-13.37,-34.30,-49.07
0.18,-1.17,0.17,16.17,-34.00,-27.71
0.20,-1.25,0.21,54.57,-4.76,10.25
0.04,-1.00,0.03,48.71,-5.37,22.95
0.09,-1.00,-0.08,11.35,-31.07,19.59
-0.00,-0.99,0.34,-11.17,-55.42,-0.12
0.07,-0.93,0.23,-13.98,-48.03,-2.20
0.03,-0.97,0.05,-0.92,-26.00,1.53
0.01,-1.10,0.03,13.18,-22.28,11.90
0.02,-0.99,0.21,-2.14,-44.92,13.18
0.03,-0.93,0.25,-12.45,-51.45,11.78
0.01,-0.99,0.16,-5.00,-39.43,8.85
-,-,-,-,-,-
0.52,-0.05,0.85,42.72,-15.26,-4.03
0.52,-0.05,0.85,46.57,-14.65,-5.98
0.52,-0.05,0.85,53.53,-14.77,-10.25
0.52,-0.05,0.85,62.99,-14.83,-16.36
0.52,-0.05,0.85,80.08,-14.34,-25.21
0.51,-0.05,0.85,106.32,-14.53,-40.16
0.51,-0.05,0.85,111.45,-14.65,-43.64
0.51,-0.05,0.85,116.58,-14.34,-47.00
0.51,-0.05,0.84,123.11,-14.47,-50.42
0.51,-0.05,0.84,129.09,-14.28,-53.41
0.51,-0.05,0.84,135.38,-14.22,-57.01
0.51,-0.04,0.84,141.78,-14.28,-60.97
0.51,-0.04,0.84,148.86,-14.04,-65.49
0.51,-0.04,0.84,157.10,-14.40,-70.19
0.51,-0.04,0.84,165.83,-14.04,-75.01
0.51,-0.04,0.83,175.42,-14.28,-80.99
0.51,-0.04,0.83,183.84,-14.53,-86.36
0.50,-0.04,0.83,194.15,-14.83,-92.41
0.50,-0.03,0.83,205.51,-14.71,-98.57
0.50,-0.03,0.83,217.96,-14.28,-105.41
0.50,-0.03,0.82,230.29,-13.73,-112.73
0.50,-0.03,0.82,244.32,-14.16,-121.03
0.49,-0.02,0.81,259.95,-13.79,-129.03
0.49,-0.02,0.80,276.12,-14.47,-138.18
0.48,-0.02,0.79,292.36,-13.85,-148.19
0.48,-0.01,0.78,310.55,-13.79,-158.45
0.47,-0.01,0.78,330.02,-13.85,-169.43
0.47,-0.01,0.76,351.50,-14.10,-181.76
0.46,-0.00,0.76,373.96,-13.49,-194.89
0.45,0.01,0.74,397.95,-13.37,-208.37
0.44,0.01,0.72,424.74,-13.55,-223.69
0.43,0.02,0.70,453.25,-12.70,-239.93
0.42,0.02,0.68,482.24,-12.45,-256.90
0.40,0.03,0.66,514.04,-12.63,-274.72
0.39,0.04,0.62,548.77,-12.39,-294.31
0.37,0.05,0.59,585.94,-12.82,-315.67
0.34,0.06,0.55,624.94,-12.39,-337.83
0.32,0.07,0.51,667.11,-11.72,-361.57
0.29,0.09,0.46,713.20,-11.35,-387.21
0.25,0.10,0.41,762.45,-10.74,-415.22
0.22,0.13,0.34,817.75,-10.07,-444.76
0.17,0.14,0.26,900.39,-8.24,-483.03
0.12,0.15,0.18,1020.14,-5.80,-529.36
0.06,0.12,0.06,1080.51,-3.11,-564.70
0.02,0.17,-0.04,1085.14,-0.18,-587.71
-0.06,0.23,-0.11,1123.47,1.34,-620.97
-0.37,0.01,-0.17,1189.51,-10.62,-687.01
-0.18,0.34,-0.36,1105.59,73.55,-772.03
-0.23,0.41,-0.45,1295.35,47.73,-754.76
-0.30,0.38,-0.56,1456.12,49.01,-818.36
-0.11,-2.22,-1.49,1537.66,165.04,-876.65
-0.61,-3.59,-0.94,1560.42,-29.30,-1399.41
-1.60,-4.00,-0.39,1219.48,-5.25,-1534.79
0.45,0.16,-2.68,-566.41,99.18,-1088.26
0.03,0.05,1.28,-537.17,17.58,-894.41
-0.29,-0.67,0.81,8.36,-864.20,-595.83
0.44,0.12,0.27,203.67,-22.28,-486.27
0.46,-0.11,0.20,151.18,74.46,-411.07
-0.16,-2.15,-0.79,269.84,512.45,-403.69
-0.33,-1.10,-0.58,6.35,-126.22,-356.93
-0.17,-0.81,-0.01,-182.31,-131.90,-262.82
-0.13,-0.55,0.21,-208.44,-235.41,-179.57
-0.98,-1.45,1.13,-200.07,-415.59,-116.88
-0.35,0.00,0.21,-231.87,-199.22,48.83
-0.41,-0.93,-0.08,149.78,47.61,109.38
-0.16,-0.74,0.19,362.49,80.93,241.82
-0.09,-0.54,-0.53,161.99,63.60,309.75
-0.07,-0.87,-0.19,79.96,82.76,372.92
-0.19,-0.90,0.33,74.10,63.23,469.18
-0.29,-0.95,0.39,106.63,71.59,542.85
-0.17,-0.48,0.41,121.03,115.23,654.91
-0.21,-0.35,0.42,149.05,139.47,732.97
-0.36,-4.00,0.91,260.50,191.71,788.27
0.25,-3.25,0.65,109.99,273.07,504.76
0.24,-1.13,-0.20,-298.71,46.51,450.81
0.24,0.67,0.40,-748.84,118.65,46.08
0.25,-0.22,0.34,-483.40,-61.16,13.12
-0.11,0.02,0.12,-14.83,148.50,108.22
-0.58,-0.34,-0.70,132.08,-194.34,109.74
-0.23,-0.15,-0.15,-25.27,108.15,106.02
-0.05,0.41,0.27,-130.86,-11.84,82.76
-0.05,0.19,0.30,-125.18,5.19,96.50
0.12,-0.09,0.41,-48.52,73.91,110.29
0.02,-0.41,0.67,158.51,175.60,111.51
1.08,-1.07,0.24,325.20,344.73,137.51
0.68,-2.33,0.23,501.89,524.05,21.06
0.30,-0.14,-0.00,-176.94,-90.88,-302.06
0.14,-0.61,-0.05,149.54,-51.64,-212.59
-0.04,-1.09,0.14,230.71,-62.56,-250.12
0.16,-1.24,0.33,184.94,-53.53,-150.21
-0.01,-1.07,-0.11,-1.34,-90.21,-45.78
0.11,-0.95,0.30,49.26,-44.74,71.29
0.06,-1.48,0.12,91.67,3.05,118.53
-0.05,-1.68,0.23,111.88,28.87,153.99
0.07,-0.99,0.18,4.76,45.10,134.22
0.05,-0.58,0.02,-82.46,46.57,111.39
0.19,-0.53,0.04,-87.46,45.84,87.71
0.26,-0.87,0.19,-64.51,42.42,52.55
0.70,-0.91,0.34,2.26,35.34,51.21
0.42,-0.74,0.19,-5.62,-8.18,4.15
0.31,-0.61,0.06,37.41,-22.95,-15.26
0.27,-0.85,0.04,108.03,-38.64,-24.78
0.31,-1.18,0.12,152.89,-53.59,-26.73
0.23,-1.34,0.14,130.74,-72.94,-34.36
0.15,-1.09,0.14,84.66,-76.72,-31.43
0.11,-0.84,0.09,45.78,-80.20,-26.73
0.07,-0.88,0.20,44.25,-65.67,-23.56
-,-,-,-,-,-
0.47,-0.10,0.79,-264.95,-16.30,167.91
0.43,-0.12,0.73,-387.70,-16.72,237.79
0.31,-0.16,0.51,-649.96,-15.81,384.58
0.01,-0.21,0.00,-1074.34,-12.88,617.31
-0.64,4.00,2.00,-766.11,217.71,-704.41
0.11,-0.01,-0.13,-387.45,268.19,106.14
0.12,0.26,-0.07,-501.95,320.13,151.55
-0.06,2.72,-0.49,-398.01,321.96,219.91
-0.75,3.15,-1.23,-502.93,717.59,203.92
-0.16,0.53,-1.54,214.66,232.30,3.91
0.03,0.02,-0.82,345.89,123.54,-81.24
0.32,0.44,-0.96,185.12,94.48,9.95
0.20,1.62,-0.64,163.39,18.25,16.78
0.34,1.20,-0.65,217.65,-37.84,-1.22
0.09,0.65,-0.35,320.56,-119.08,9.95
0.08,0.80,-0.24,396.24,-148.07,26.18
0.20,0.89,-0.33,480.83,-141.78,52.43
0.17,0.91,-0.29,582.40,-166.93,65.25
0.29,0.83,-0.42,688.60,-185.36,74.46
0.36,0.84,-0.49,788.33,-222.47,87.16
0.35,1.01,-0.38,871.34,-239.69,112.85
1.23,1.32,-0.02,929.93,-265.56,154.72
